Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Control_1 Spectral Count	Control_2 Spectral Count	Control_3 Spectral Count	Control_4 Spectral Count	Control_5 Spectral Count	Tratamiento_1 Spectral Count	Tratamiento_2 Spectral Count	Tratamiento_3 Spectral Count	Tratamiento_4 Spectral Count	Tratamiento_5 Spectral Count	Control_1 Unique Spectral Count	Control_2 Unique Spectral Count	Control_3 Unique Spectral Count	Control_4 Unique Spectral Count	Control_5 Unique Spectral Count	Tratamiento_1 Unique Spectral Count	Tratamiento_2 Unique Spectral Count	Tratamiento_3 Unique Spectral Count	Tratamiento_4 Unique Spectral Count	Tratamiento_5 Unique Spectral Count	Control_1 Total Spectral Count	Control_2 Total Spectral Count	Control_3 Total Spectral Count	Control_4 Total Spectral Count	Control_5 Total Spectral Count	Tratamiento_1 Total Spectral Count	Tratamiento_2 Total Spectral Count	Tratamiento_3 Total Spectral Count	Tratamiento_4 Total Spectral Count	Tratamiento_5 Total Spectral Count	Control_1 Intensity	Control_2 Intensity	Control_3 Intensity	Control_4 Intensity	Control_5 Intensity	Tratamiento_1 Intensity	Tratamiento_2 Intensity	Tratamiento_3 Intensity	Tratamiento_4 Intensity	Tratamiento_5 Intensity	Control_1 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_3 MaxLFQ Intensity	Control_4 MaxLFQ Intensity	Control_5 MaxLFQ Intensity	Tratamiento_1 MaxLFQ Intensity	Tratamiento_2 MaxLFQ Intensity	Tratamiento_3 MaxLFQ Intensity	Tratamiento_4 MaxLFQ Intensity	Tratamiento_5 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q13405|RM49_HUMAN	Q13405	RM49_HUMAN	MRPL49	166	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein mL49	1.0	0.999	3	35	35	35	3	5	5	4	3	4	3	2	3	3	3	5	5	4	3	4	3	2	3	3	3	5	5	4	3	4	3	2	3	3	103161.945	117545.54	116449.05	93187.625	117201.81	51890.227	66667.91	53045.7	47873.312	61463.57	49166.3	54533.81	57160.496	59254.332	58597.055	34624.36	34073.234	35374.793	31332.959	31058.36	
sp|Q13409|DC1I2_HUMAN	Q13409	DC1I2_HUMAN	DYNC1I2	638	Homo sapiens	1:Experimental evidence at protein level	Cytoplasmic dynein 1 intermediate chain 2	1.0	0.999	16	178	178	178	18	22	19	14	17	12	17	18	21	20	18	22	19	14	17	12	17	18	21	20	18	22	19	14	17	12	17	18	21	20	794077.0	784697.4	821028.0	696673.06	751760.2	718604.6	814889.7	797363.0	781014.0	887670.1	135865.4	139601.19	141824.97	132032.28	138682.69	127884.9	136359.36	143379.03	160323.17	165229.62	
sp|Q13416|ORC2_HUMAN	Q13416	ORC2_HUMAN	ORC2	577	Homo sapiens	1:Experimental evidence at protein level	Origin recognition complex subunit 2	0.9716	0.999	1	4	4	4	0	0	1	0	2	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	8582.242	6423.6514	6239.5312	7162.75	5294.343	5897.6846	9590.406	0.0	0.0	5630.259	8582.242	6423.6514	6239.5312	7162.75	5294.343	5897.6846	9590.406	0.0	0.0	5630.259	
sp|Q13418|ILK_HUMAN	Q13418	ILK_HUMAN	ILK	452	Homo sapiens	1:Experimental evidence at protein level	Scaffold protein ILK	1.0	0.999	15	318	318	318	33	29	30	39	28	34	31	30	33	31	33	29	30	39	28	34	31	30	33	31	33	29	30	39	28	34	31	30	33	31	1636779.9	1675557.6	1764815.8	1641029.1	1839316.0	1575045.4	1619690.6	1545456.1	1571181.9	1623685.6	544714.6	542354.56	526407.3	519024.22	564064.25	532914.94	555558.3	517903.7	569060.4	562358.06	
sp|Q13423|NNTM_HUMAN	Q13423	NNTM_HUMAN	NNT	1086	Homo sapiens	1:Experimental evidence at protein level	NAD(P) transhydrogenase, mitochondrial	1.0	0.999	10	73	73	73	8	8	7	8	8	9	7	5	6	7	8	8	7	8	8	9	7	5	6	7	8	8	7	8	8	9	7	5	6	7	295155.78	304936.22	300560.88	313089.66	286829.84	223391.2	229672.03	213840.9	257292.1	295690.44	80741.0	91150.95	82648.29	86120.27	78180.96	62042.35	66296.39	64122.184	78513.43	80132.73	
sp|Q13425|SNTB2_HUMAN	Q13425	SNTB2_HUMAN	SNTB2	540	Homo sapiens	1:Experimental evidence at protein level	Beta-2-syntrophin	1.0	0.999	5	55	55	55	5	5	5	6	4	6	6	6	6	6	5	5	5	6	4	6	6	6	6	6	5	5	5	6	4	6	6	6	6	6	138299.66	166664.61	167992.88	163663.72	163434.17	137707.73	120646.625	166022.67	155549.75	154756.89	50269.457	58594.74	61459.773	56292.676	49670.28	50779.914	43484.49	61039.723	55971.516	53332.633	
sp|Q13426|XRCC4_HUMAN	Q13426	XRCC4_HUMAN	XRCC4	336	Homo sapiens	1:Experimental evidence at protein level	DNA repair protein XRCC4	0.9999	0.999	2	12	12	12	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	21229.006	19870.635	115392.2	120927.43	112687.695	29922.146	28921.674	42182.37	13548.574	15972.037	31090.326	29100.963	36693.258	41382.707	45268.836	43821.613	42356.4	30469.938	19842.172	23391.385	
sp|Q13427|PPIG_HUMAN	Q13427	PPIG_HUMAN	PPIG	754	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase G	1.0	0.999	3	13	13	13	1	1	1	1	2	3	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	2	3	1	1	1	1	34027.375	118596.266	139862.42	69269.305	124741.81	77051.305	37937.754	35518.625	39106.484	34920.477	45495.824	51521.05	55350.086	47227.58	43274.004	41529.89	50724.14	47489.68	52286.777	46689.934	
sp|Q13428|TCOF_HUMAN	Q13428	TCOF_HUMAN	TCOF1	1488	Homo sapiens	1:Experimental evidence at protein level	Treacle protein	1.0	0.999	5	21	21	21	1	2	1	2	3	5	2	4	1	0	1	2	1	2	3	5	2	4	1	0	1	2	1	2	3	5	2	4	1	0	85298.39	56272.344	18272.115	65757.94	73595.234	98364.55	59916.3	63414.32	66398.66	39284.863	28849.518	25757.324	21193.658	23354.988	25585.285	32678.4	23895.326	21364.752	23421.375	20888.043	
sp|Q13432|U119A_HUMAN	Q13432	U119A_HUMAN	UNC119	240	Homo sapiens	1:Experimental evidence at protein level	Protein unc-119 homolog A	0.9716	0.999	1	4	4	4	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	9192.072	7130.4	0.0	0.0	5635.742	0.0	0.0	3042.3875	0.0	13234.183	9192.072	7130.4	0.0	0.0	5635.742	0.0	0.0	3042.3875	0.0	13234.183	
sp|Q13435|SF3B2_HUMAN	Q13435	SF3B2_HUMAN	SF3B2	895	Homo sapiens	1:Experimental evidence at protein level	Splicing factor 3B subunit 2	1.0	0.999	30	327	327	327	32	29	35	30	35	40	37	27	31	31	32	29	35	30	35	40	37	27	31	31	32	29	35	30	35	40	37	27	31	31	1372729.0	1151931.2	1295716.2	1291970.4	1341776.8	1573912.6	1306213.5	1236008.0	1255141.8	1151081.8	176316.2	148674.9	167677.19	176941.45	174438.22	205878.11	186969.86	168355.19	159797.64	149168.14	
sp|Q13438|OS9_HUMAN	Q13438	OS9_HUMAN	OS9	667	Homo sapiens	1:Experimental evidence at protein level	Protein OS-9	1.0	0.999	6	31	31	31	2	3	5	4	3	2	4	2	4	2	2	3	5	4	3	2	4	2	4	2	2	3	5	4	3	2	4	2	4	2	100060.1	78939.52	90425.87	83018.91	74597.91	60878.133	76543.98	62464.42	74892.46	61299.77	43030.04	30271.008	33677.92	37509.63	33291.84	36957.855	34121.203	36299.23	32482.938	30098.521	
sp|Q13439|GOGA4_HUMAN	Q13439	GOGA4_HUMAN	GOLGA4	2230	Homo sapiens	1:Experimental evidence at protein level	Golgin subfamily A member 4	1.0	0.999	30	127	127	127	15	10	13	13	15	12	12	12	10	15	15	10	13	13	15	12	12	12	10	15	15	10	13	13	15	12	12	12	10	15	402512.56	304929.22	361272.75	392030.75	428839.97	321263.44	277093.25	315953.25	299649.28	416239.1	40006.312	41375.84	39484.902	38348.97	41939.586	42537.598	38633.49	36566.625	39862.57	36500.504	
sp|Q13442|HAP28_HUMAN	Q13442	HAP28_HUMAN	PDAP1	181	Homo sapiens	1:Experimental evidence at protein level	28 kDa heat- and acid-stable phosphoprotein	1.0	0.999	6	105	105	105	8	11	7	8	9	18	13	16	9	6	8	11	7	8	9	18	13	16	9	6	8	11	7	8	9	18	13	16	9	6	212128.45	226509.39	241931.25	232568.02	250564.14	637117.9	440622.62	405671.44	274249.44	270358.84	137392.84	108391.664	127426.27	132717.19	131000.336	199790.81	169995.7	151766.17	131286.44	105982.836	
sp|Q13443|ADAM9_HUMAN	Q13443	ADAM9_HUMAN	ADAM9	819	Homo sapiens	1:Experimental evidence at protein level	Disintegrin and metalloproteinase domain-containing protein 9	1.0	0.999	11	111	111	111	12	11	12	11	11	12	10	11	12	9	12	11	12	11	11	12	10	11	12	9	12	11	12	11	11	12	10	11	12	9	329527.62	398452.7	257228.83	296316.88	348776.72	276301.66	251682.56	368466.38	287798.44	265084.28	104511.305	112476.32	94297.375	101447.63	94310.39	97449.664	84122.31	96200.695	98911.16	87697.375	
sp|Q13445|TMED1_HUMAN	Q13445	TMED1_HUMAN	TMED1	227	Homo sapiens	1:Experimental evidence at protein level	Transmembrane emp24 domain-containing protein 1	1.0	0.999	4	24	24	24	3	3	1	2	3	2	4	2	2	2	3	3	1	2	3	2	4	2	2	2	3	3	1	2	3	2	4	2	2	2	64161.023	59374.227	27549.941	91426.984	65930.91	51882.54	66157.3	47506.23	59905.562	55760.4	25440.977	30364.973	27549.941	30617.674	30624.729	30081.318	26686.45	27696.312	35172.62	32721.746	
sp|Q13454|TUSC3_HUMAN	Q13454	TUSC3_HUMAN	TUSC3	348	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TUSC3	0.9937	0.999	2	9	9	9	1	1	0	1	1	0	1	1	2	1	1	1	0	1	1	0	1	1	2	1	1	1	0	1	1	0	1	1	2	1	24097.555	16233.216	21348.496	23217.324	19549.443	0.0	19988.38	23108.07	22113.707	20228.324	24097.555	16233.216	21348.496	23217.324	19549.443	0.0	19988.38	23108.07	22113.707	20228.324	
sp|Q13459|MYO9B_HUMAN	Q13459	MYO9B_HUMAN	MYO9B	2157	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-IXb	1.0	0.999	27	161	160	161	17	18	14	15	22	11	16	11	21	16	17	18	14	15	22	11	15	11	21	16	17	18	14	15	22	11	16	11	21	16	317133.44	333995.53	378142.1	289110.75	350246.47	271888.38	317644.94	290965.0	384385.22	357496.1	41931.824	41597.45	42463.285	37620.996	40414.375	35011.605	38913.445	37613.684	41973.723	41092.02	
sp|Q13464|ROCK1_HUMAN	Q13464	ROCK1_HUMAN	ROCK1	1354	Homo sapiens	1:Experimental evidence at protein level	Rho-associated protein kinase 1	1.0	0.999	19	84	84	119	7	9	7	10	9	8	6	10	9	9	7	9	7	10	9	8	6	10	9	9	10	12	10	13	13	11	9	16	13	12	186762.3	248474.17	249542.2	248982.17	210853.58	269972.22	229934.98	256656.61	237001.7	274441.56	37564.68	41599.836	36196.457	39431.13	37645.695	36779.82	38266.836	39569.11	42513.56	41369.348	
sp|Q13480|GAB1_HUMAN	Q13480	GAB1_HUMAN	GAB1	694	Homo sapiens	1:Experimental evidence at protein level	GRB2-associated-binding protein 1	0.8824	0.9955	1	5	5	5	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	20635.184	0.0	10962.596	13077.588	14706.658	23921.63	12332.982	28705.117	19052.012	17110.299	20635.184	0.0	10962.596	13077.588	14706.658	23921.63	12332.982	28705.117	19052.012	17110.299	
sp|Q13485|SMAD4_HUMAN	Q13485	SMAD4_HUMAN	SMAD4	552	Homo sapiens	1:Experimental evidence at protein level	SMAD family member 4	1.0	0.999	3	58	58	58	4	7	7	4	10	6	7	5	3	5	4	7	7	4	10	6	7	5	3	5	4	7	7	4	10	6	7	5	3	5	103101.234	139312.48	133480.78	116448.49	112060.945	103956.25	105648.4	107672.18	90052.695	112063.99	56868.965	66222.16	66006.01	62123.996	57219.41	64327.41	51811.582	58314.57	45982.65	55713.03	
sp|Q13488|VPP3_HUMAN	Q13488	VPP3_HUMAN	TCIRG1	830	Homo sapiens	1:Experimental evidence at protein level	V-type proton ATPase 116 kDa subunit a 3	1.0	0.999	15	116	116	116	11	10	14	15	14	9	11	11	12	9	11	10	14	15	14	9	11	11	12	9	11	10	14	15	14	9	11	11	12	9	373183.22	420457.72	471154.4	407384.5	499422.16	418477.88	483973.28	414223.5	402924.6	468566.62	89584.39	91901.195	93630.22	86697.484	94885.63	83470.13	94311.97	98692.11	95930.06	100213.49	
sp|Q13490|BIRC2_HUMAN	Q13490	BIRC2_HUMAN	BIRC2	618	Homo sapiens	1:Experimental evidence at protein level	Baculoviral IAP repeat-containing protein 2	0.9997	0.999	2	2	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	17140.74	15139.477	13531.824	14913.869	6028.61	13200.777	10826.525	0.0	0.0	0.0	17140.74	15139.477	13531.824	14913.869	6028.61	13200.777	10826.525	0.0	0.0	0.0	
sp|Q13492|PICAL_HUMAN	Q13492	PICAL_HUMAN	PICALM	652	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol-binding clathrin assembly protein	1.0	0.999	17	219	205	219	20	24	20	22	20	23	21	21	25	23	19	22	18	20	19	21	20	20	24	22	20	24	20	22	20	23	21	21	25	23	1052760.6	1114593.5	1166880.9	1065385.6	1017613.3	1048393.06	1136082.5	929311.94	1099748.2	1167400.0	451406.12	447404.44	428791.62	436601.56	405036.25	430154.2	449440.44	398196.5	447467.25	448566.34	
sp|Q13501|SQSTM_HUMAN	Q13501	SQSTM_HUMAN	SQSTM1	440	Homo sapiens	1:Experimental evidence at protein level	Sequestosome-1	1.0	0.999	12	149	149	149	15	17	11	16	15	15	18	15	13	14	15	17	11	16	15	15	18	15	13	14	15	17	11	16	15	15	18	15	13	14	665737.9	528637.5	524546.56	554097.75	560689.2	592693.2	565533.7	535021.7	522108.56	573162.5	143205.4	125479.54	126979.93	125711.37	123882.87	155927.02	152548.42	114639.47	119900.69	125234.22	
sp|Q13503|MED21_HUMAN	Q13503	MED21_HUMAN	MED21	144	Homo sapiens	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 21	1.0	0.999	3	11	11	11	0	1	2	2	0	1	3	1	1	0	0	1	2	2	0	1	3	1	1	0	0	1	2	2	0	1	3	1	1	0	15268.28	31793.5	31526.205	28459.117	12027.471	32333.64	49619.453	14335.967	11011.341	15901.601	15051.145	17527.814	23869.377	15322.934	11856.424	16963.58	20702.549	17534.85	23257.963	19449.834	
sp|Q13505|MTX1_HUMAN	Q13505	MTX1_HUMAN	MTX1	466	Homo sapiens	1:Experimental evidence at protein level	Metaxin-1	1.0	0.999	6	67	67	67	8	7	5	7	8	5	7	5	8	7	8	7	5	7	8	5	7	5	8	7	8	7	5	7	8	5	7	5	8	7	198522.6	206331.5	177438.77	178011.64	188370.5	168765.5	158557.36	158631.84	210956.75	182446.34	45745.637	49395.113	38588.51	39521.53	43711.06	35130.133	35685.25	35829.363	52110.707	51450.844	
sp|Q13509|TBB3_HUMAN	Q13509	TBB3_HUMAN	TUBB3	450	Homo sapiens	1:Experimental evidence at protein level	Tubulin beta-3 chain	1.0	0.999	27	437	326	1578	42	43	44	45	46	44	47	43	39	44	30	32	33	30	34	34	38	33	29	33	164	153	151	178	165	164	176	155	144	128	3936015.8	3828281.5	3779618.5	3939235.2	3596968.5	3585794.8	3703175.2	3728108.5	3431803.0	3480778.5	1903384.0	1799405.6	1620621.2	1730167.9	1764712.4	1568965.8	1780207.5	1731819.5	1583041.6	1741540.8	
sp|Q13510|ASAH1_HUMAN	Q13510	ASAH1_HUMAN	ASAH1	395	Homo sapiens	1:Experimental evidence at protein level	Acid ceramidase	1.0	0.999	8	82	82	82	7	9	9	9	7	7	12	7	6	9	7	9	9	9	7	7	12	7	6	9	7	9	9	9	7	7	12	7	6	9	243317.25	236864.06	219612.53	228495.89	242689.64	235736.78	242002.9	208256.44	177104.34	219488.73	96421.914	89324.86	78178.43	83665.56	84624.49	85236.34	78304.53	80625.47	78064.5	82197.664	
sp|Q13523|PRP4K_HUMAN	Q13523	PRP4K_HUMAN	PRP4K	1007	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase PRP4 homolog	1.0	0.999	9	72	72	72	7	6	7	8	8	9	8	7	5	7	7	6	7	8	8	9	8	7	5	7	7	6	7	8	8	9	8	7	5	7	170583.7	200250.7	202751.89	181873.66	196998.0	168938.89	194505.05	215019.38	394752.75	387710.88	46933.555	51935.863	54899.41	46968.98	56811.316	43802.9	46004.055	49341.535	58463.293	54592.81	
sp|Q13526|PIN1_HUMAN	Q13526	PIN1_HUMAN	PIN1	163	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	1.0	0.999	7	79	66	79	8	9	7	8	7	11	6	8	7	8	7	8	6	6	6	8	6	7	6	6	8	9	7	8	7	11	6	8	7	8	228962.72	191870.53	166498.44	196154.84	203936.62	261333.42	203897.53	192025.78	213259.84	202369.78	81261.1	68708.68	71476.42	78312.51	72047.65	83078.81	74196.53	75426.96	70334.62	62919.81	
sp|Q13530|SERC3_HUMAN	Q13530	SERC3_HUMAN	SERINC3	473	Homo sapiens	1:Experimental evidence at protein level	Serine incorporator 3	0.9716	0.999	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	11360.729	0.0	0.0	15593.731	9653.206	0.0	0.0	13691.486	0.0	7730.8877	11360.729	0.0	0.0	15593.731	9653.206	0.0	0.0	13691.486	0.0	7730.8877	
sp|Q13535|ATR_HUMAN	Q13535	ATR_HUMAN	ATR	2644	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase ATR	0.9615	0.9986	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	5897.105	0.0	0.0	0.0	0.0	7136.922	4434.3745	5697.06	0.0	0.0	5897.105	0.0	0.0	0.0	0.0	7136.922	4434.3745	5697.06	
sp|Q13541|4EBP1_HUMAN	Q13541	4EBP1_HUMAN	EIF4EBP1	118	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4E-binding protein 1	1.0	0.999	4	30	30	30	3	1	2	3	2	5	6	3	2	3	3	1	2	3	2	5	6	3	2	3	3	1	2	3	2	5	6	3	2	3	172792.98	75226.99	96812.875	186719.84	129082.02	279256.25	236829.9	186787.23	138643.39	84817.99	134169.34	75226.99	94978.73	170243.48	108372.6	171236.48	142183.23	135959.95	112441.0	85555.11	
sp|Q13542|4EBP2_HUMAN	Q13542	4EBP2_HUMAN	EIF4EBP2	120	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4E-binding protein 2	0.9716	0.999	1	2	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	16945.12	5384.261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16945.12	5384.261	0.0	0.0	0.0	
sp|Q13546|RIPK1_HUMAN	Q13546	RIPK1_HUMAN	RIPK1	671	Homo sapiens	1:Experimental evidence at protein level	Receptor-interacting serine/threonine-protein kinase 1	1.0	0.999	5	21	21	21	4	2	1	3	1	1	2	3	2	2	4	2	1	3	1	1	2	3	2	2	4	2	1	3	1	1	2	3	2	2	69965.77	56713.625	50086.52	79166.33	50329.242	35396.082	41394.445	46953.42	57299.305	78473.8	21208.857	27510.996	25041.615	29007.084	30191.488	21239.8	18016.781	22621.535	34970.113	25334.777	
sp|Q13547|HDAC1_HUMAN	Q13547	HDAC1_HUMAN	HDAC1	482	Homo sapiens	1:Experimental evidence at protein level	Histone deacetylase 1	1.0	0.999	9	64	48	75	8	5	6	8	7	5	5	8	5	7	6	3	4	7	4	5	5	6	4	4	9	5	7	9	8	6	7	10	6	8	151393.28	168870.28	180687.6	193288.81	173743.56	118075.46	104750.78	212302.67	142216.52	172056.6	52734.426	57128.4	58616.03	57628.234	57061.9	53352.22	48922.5	55948.363	50893.492	50804.844	
sp|Q13555|KCC2G_HUMAN	Q13555	KCC2G_HUMAN	CAMK2G	558	Homo sapiens	1:Experimental evidence at protein level	Calcium/calmodulin-dependent protein kinase type II subunit gamma	1.0	0.999	7	36	17	72	4	4	3	3	4	3	4	2	5	4	1	2	1	1	2	2	3	1	2	2	7	8	8	7	7	7	7	5	9	7	52655.297	68331.27	69689.24	79800.89	57092.582	62255.35	69410.695	64588.562	102379.99	81439.85	19848.65	25786.043	26775.28	27735.209	22768.863	22853.596	24194.643	25363.209	34883.37	28080.56	
sp|Q13557|KCC2D_HUMAN	Q13557	KCC2D_HUMAN	CAMK2D	499	Homo sapiens	1:Experimental evidence at protein level	Calcium/calmodulin-dependent protein kinase type II subunit delta	1.0	0.999	10	129	92	129	10	14	14	15	13	15	12	14	11	11	7	10	9	11	10	11	8	11	7	8	10	14	14	15	13	15	12	14	11	11	636251.8	638309.06	626329.7	698294.25	607039.75	682319.4	759154.8	668491.0	668031.6	652571.9	199308.64	155278.69	164725.23	212777.02	171269.55	211933.08	228073.52	184254.17	185212.28	156696.4	
sp|Q13561|DCTN2_HUMAN	Q13561	DCTN2_HUMAN	DCTN2	401	Homo sapiens	1:Experimental evidence at protein level	Dynactin subunit 2	1.0	0.999	16	235	235	235	23	24	25	24	24	30	26	24	16	19	23	24	25	24	24	30	26	24	16	19	23	24	25	24	24	30	26	24	16	19	1372733.2	1204341.6	1246496.8	1587150.6	1166044.2	1744071.8	1317353.9	1307218.2	1238822.1	1156638.9	328967.06	265127.2	301093.5	363265.0	279670.6	422727.62	345422.34	318963.78	285355.3	259169.78	
sp|Q13563|PKD2_HUMAN	Q13563	PKD2_HUMAN	PKD2	968	Homo sapiens	1:Experimental evidence at protein level	Polycystin-2	1.0	0.999	2	17	17	17	2	1	1	3	1	1	2	1	2	3	2	1	1	3	1	1	2	1	2	3	2	1	1	3	1	1	2	1	2	3	34442.164	49530.81	31102.822	33426.664	44065.08	36554.887	31271.305	20260.598	35018.637	31018.426	21963.184	29697.871	19683.016	20896.773	27803.998	22698.967	19855.053	20260.598	22504.477	19931.424	
sp|Q13564|ULA1_HUMAN	Q13564	ULA1_HUMAN	NAE1	534	Homo sapiens	1:Experimental evidence at protein level	NEDD8-activating enzyme E1 regulatory subunit	1.0	0.999	11	115	115	115	10	11	11	11	13	12	14	11	10	12	10	11	11	11	13	12	14	11	10	12	10	11	11	11	13	12	14	11	10	12	317498.94	286957.28	309594.8	260044.0	347683.72	264957.22	439571.5	306883.53	470864.0	339724.56	77390.984	89360.73	75179.85	74049.445	79953.484	71786.82	81178.99	75005.13	68779.836	73322.1	
sp|Q13573|SNW1_HUMAN	Q13573	SNW1_HUMAN	SNW1	536	Homo sapiens	1:Experimental evidence at protein level	SNW domain-containing protein 1	1.0	0.999	10	85	85	85	9	5	8	7	7	12	10	10	10	7	9	5	8	7	7	12	10	10	10	7	9	5	8	7	7	12	10	10	10	7	303082.4	284436.25	282607.28	247693.33	287891.44	310583.56	288308.22	226651.7	279678.44	244012.94	75100.37	77583.47	79304.34	69084.984	82209.91	81446.74	82378.09	63818.387	77828.46	70385.055	
sp|Q13586|STIM1_HUMAN	Q13586	STIM1_HUMAN	STIM1	685	Homo sapiens	1:Experimental evidence at protein level	Stromal interaction molecule 1	1.0	0.999	9	72	72	72	7	7	7	5	5	8	7	9	9	8	7	7	7	5	5	8	7	9	9	8	7	7	7	5	5	8	7	9	9	8	158994.94	167985.1	160399.77	154772.88	123465.66	189253.42	160114.03	156560.52	203507.66	143414.3	55100.63	63812.89	59641.28	55846.094	56013.617	74492.984	66337.22	64122.465	64863.234	58966.418	
sp|Q13595|TRA2A_HUMAN	Q13595	TRA2A_HUMAN	TRA2A	282	Homo sapiens	1:Experimental evidence at protein level	Transformer-2 protein homolog alpha	0.9692	0.9989	2	1	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	13369.382	11862.697	0.0	0.0	0.0	12769.179	10294.581	13354.653	14650.301	0.0	13369.382	11862.697	0.0	0.0	0.0	12769.179	10294.581	13354.653	14650.301	0.0	
sp|Q13596|SNX1_HUMAN	Q13596	SNX1_HUMAN	SNX1	522	Homo sapiens	1:Experimental evidence at protein level	Sorting nexin-1	1.0	0.999	16	74	74	81	7	9	5	6	12	10	9	6	5	5	7	9	5	6	12	10	9	6	5	5	8	9	5	7	13	11	10	8	5	5	303691.88	329781.0	208453.08	348778.72	444162.72	698086.0	687232.25	334147.22	367420.75	292260.3	134000.78	118037.02	111284.15	136216.11	126914.73	157026.69	150407.67	127978.336	126641.81	122102.59	
sp|Q13601|KRR1_HUMAN	Q13601	KRR1_HUMAN	KRR1	381	Homo sapiens	1:Experimental evidence at protein level	KRR1 small subunit processome component homolog	1.0	0.999	3	21	21	21	2	2	2	3	1	1	4	3	2	1	2	2	2	3	1	1	4	3	2	1	2	2	2	3	1	1	4	3	2	1	10486.098	28174.88	33600.65	39086.1	28321.258	13001.8545	51624.53	31677.152	26473.705	32191.174	10714.046	28787.352	20049.588	20112.973	28936.91	13284.491	19594.965	15674.049	27049.195	24868.62	
sp|Q13610|PWP1_HUMAN	Q13610	PWP1_HUMAN	PWP1	501	Homo sapiens	1:Experimental evidence at protein level	Periodic tryptophan protein 1 homolog	1.0	0.999	6	29	29	29	2	3	3	2	2	2	7	3	3	2	2	3	3	2	2	2	7	3	3	2	2	3	3	2	2	2	7	3	3	2	41402.37	97672.055	111314.414	43046.008	91436.625	58602.79	108169.766	70289.58	75138.63	113661.89	41960.04	39592.58	43215.434	54003.9	41405.754	36142.54	41033.33	41171.477	36998.31	35297.062	
sp|Q13613|MTMR1_HUMAN	Q13613	MTMR1_HUMAN	MTMR1	665	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol-3-phosphate phosphatase MTMR1	1.0	0.999	3	12	12	12	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	27842.293	14558.445	23287.355	18524.441	16233.559	14336.468	14483.285	12835.936	26654.2	26365.951	14483.619	14632.916	12808.939	18619.2	16316.599	14409.803	14557.372	12901.595	15616.72	15681.667	
sp|Q13614|MTMR2_HUMAN	Q13614	MTMR2_HUMAN	MTMR2	643	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR2	1.0	0.999	3	23	23	23	4	5	2	1	2	0	2	1	3	3	4	5	2	1	2	0	2	1	3	3	4	5	2	1	2	0	2	1	3	3	56239.086	60737.61	49685.453	24971.371	45256.664	35671.305	43850.242	46653.914	50597.145	58966.695	22305.648	23705.406	19749.64	15592.721	17857.178	13829.086	18393.197	17781.922	21115.436	22855.123	
